date,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant
2023-10-28 04:00:00+00:00,17.733685,-10.489571,4.143578,0,0,39060.453,35944.29,0.0,0.0,0.0,0.0,5.2223296,14.764199,238.54578
2023-10-29 04:00:00+00:00,17.137394,-3.2616043,6.5363255,0,0,38938.477,35814.688,0.0,0.0,0.0,0.0,3.9576569,10.9613,231.26341
2023-10-30 04:00:00+00:00,18.233366,-5.957939,6.1759143,0,0,38816.965,35685.402,0.0,0.0,0.0,0.0,4.7189565,13.422,229.15135
2023-10-31 04:00:00+00:00,21.11207,-9.201015,5.933418,0,0,38696.047,35556.57,0.0,0.0,0.0,0.0,5.378113,15.659,230.19444
2023-11-01 04:00:00+00:00,16.665958,-8.773064,5.23876,0,0,38575.848,34572.637,0.0,0.0,0.0,0.0,5.3734584,21.2515,247.5154
2023-11-02 04:00:00+00:00,13.154816,-14.4003105,-0.2168827,0,0,38456.477,34918.406,0.01968504,0.0,0.13779527,4.0,6.52192,27.067701,266.80914
2023-11-03 04:00:00+00:00,6.9846764,-14.005596,-2.3807871,0,0,38338.062,35174.1,0.0,0.0,0.0,0.0,6.3350954,22.5937,266.8779
2023-11-04 04:00:00+00:00,12.287584,-9.9507675,0.9473526,0,0,38220.73,35048.406,0.0,0.0,0.0,0.0,4.58994,13.1983,241.12027
2023-11-05 04:00:00+00:00,14.2054405,-14.584476,1.4397612,0,0,38104.61,34923.844,0.0,0.0,0.0,0.0,5.5565925,15.8827,212.35352
2023-11-06 04:00:00+00:00,15.371946,-13.0531845,1.4291219,0,0,37989.832,33690.867,0.0,0.0,0.0,0.0,5.3874097,16.1064,242.97847
2023-11-07 04:00:00+00:00,14.287256,-11.311352,1.4300553,0,0,37876.535,34678.703,0.0,0.0,0.0,0.0,5.0617533,14.3168,243.98323
2023-11-08 04:00:00+00:00,15.524357,-12.292912,2.091692,0,0,37764.84,33564.062,0.0,0.0,0.0,0.0,5.3172884,17.4486,242.51834
2023-11-09 04:00:00+00:00,14.477432,-11.847805,1.7198449,0,0,37654.9,34439.883,0.0,0.0,0.0,0.0,6.0440416,23.7122,235.39049
